DUBINS
(462.827902, 303.513208, 17.915921)
(463.235068, 303.22301, 17.945874)
(463.642235, 302.932811, 17.975826)
(464.049402, 302.642613, 18.005778)
(464.456569, 302.352414, 18.035731)
(464.863736, 302.062216, 18.065683)
(465.270902, 301.772017, 18.095636)
(465.678069, 301.481818, 18.125588)
(466.085236, 301.19162, 18.15554)
(466.492403, 300.901421, 18.185493)
(466.89957, 300.611223, 18.215445)
(467.306736, 300.321024, 18.245397)
(467.713903, 300.030826, 18.27535)
(468.12107, 299.740627, 18.305302)
(468.528237, 299.450429, 18.335255)
(468.935404, 299.16023, 18.365207)
(469.34257, 298.870031, 18.395159)
(469.749737, 298.579833, 18.425112)
(470.156904, 298.289634, 18.455064)
(470.564071, 297.999436, 18.485017)
(470.971237, 297.709237, 18.514969)
(471.378404, 297.419039, 18.544921)
(471.785571, 297.12884, 18.574874)
(472.192738, 296.838642, 18.604826)
(472.599905, 296.548443, 18.634778)
(473.007071, 296.258244, 18.664731)
(473.414238, 295.968046, 18.694683)
(473.821405, 295.677847, 18.724636)
(474.228572, 295.387649, 18.754588)
(474.635739, 295.09745, 18.78454)
(475.042905, 294.807252, 18.814493)
(475.450072, 294.517053, 18.844445)
(475.857239, 294.226854, 18.874397)
(476.264406, 293.936656, 18.90435)
(476.671573, 293.646457, 18.934302)
(477.078739, 293.356259, 18.964255)
(477.485906, 293.06606, 18.994207)
(477.893073, 292.775862, 19.024159)
(478.30024, 292.485663, 19.054112)
(478.707407, 292.195465, 19.084064)
(479.114573, 291.905266, 19.114017)
(479.52174, 291.615067, 19.143969)
(479.928907, 291.324869, 19.173921)
(480.336074, 291.03467, 19.203874)
(480.74324, 290.744472, 19.233826)
(481.150407, 290.454273, 19.263778)
(481.557574, 290.164075, 19.293731)
(481.964741, 289.873876, 19.323683)
(482.371908, 289.583678, 19.353636)
(482.779074, 289.293479, 19.383588)
(483.186241, 289.00328, 19.41354)
(483.593408, 288.713082, 19.443493)
(484.000575, 288.422883, 19.473445)
(484.407742, 288.132685, 19.503398)
(484.814908, 287.842486, 19.53335)
(485.222075, 287.552288, 19.563302)
(485.629242, 287.262089, 19.593255)
(486.036409, 286.97189, 19.623207)
(486.443576, 286.681692, 19.653159)
(486.850742, 286.391493, 19.683112)
(487.257909, 286.101295, 19.713064)
(487.665076, 285.811096, 19.743017)
(488.072243, 285.520898, 19.772969)
(488.479409, 285.230699, 19.802921)
(488.886576, 284.940501, 19.832874)
(489.293743, 284.650302, 19.862826)
(489.70091, 284.360103, 19.892778)
(490.108077, 284.069905, 19.922731)
(490.515243, 283.779706, 19.952683)
(490.92241, 283.489508, 19.982636)
(491.329577, 283.199309, 20.012588)
(491.736744, 282.909111, 20.04254)
(492.143911, 282.618912, 20.072493)
(492.551077, 282.328714, 20.102445)
(492.958244, 282.038515, 20.132398)
(493.365411, 281.748316, 20.16235)
(493.772578, 281.458118, 20.192302)
(494.179745, 281.167919, 20.222255)
(494.586911, 280.877721, 20.252207)
(494.994078, 280.587522, 20.282159)
(495.401245, 280.297324, 20.312112)
(495.808412, 280.007125, 20.342064)
(496.215579, 279.716926, 20.372017)
(496.622745, 279.426728, 20.401969)
(497.029912, 279.136529, 20.431921)
(497.437079, 278.846331, 20.461874)
(497.844246, 278.556132, 20.491826)
(498.251412, 278.265934, 20.521778)
(498.658579, 277.975735, 20.551731)
(499.065746, 277.685537, 20.581683)
(499.472913, 277.395338, 20.611636)
(499.88008, 277.105139, 20.641588)
(500.287246, 276.814941, 20.67154)
(500.694413, 276.524742, 20.701493)
(501.10158, 276.234544, 20.731445)
(501.508747, 275.944345, 20.761398)
(501.915914, 275.654147, 20.79135)
(502.32308, 275.363948, 20.821302)
(502.730247, 275.07375, 20.851255)
(503.137414, 274.783551, 20.881207)
(503.544581, 274.493352, 20.911159)
(503.951748, 274.203154, 20.941112)
(504.358914, 273.912955, 20.971064)
(504.766081, 273.622757, 21.001017)
(505.173248, 273.332558, 21.030969)
(505.580415, 273.04236, 21.060921)
(505.987582, 272.752161, 21.090874)
(506.394748, 272.461962, 21.120826)
(506.801915, 272.171764, 21.150779)
(507.209082, 271.881565, 21.180731)
(507.616249, 271.591367, 21.210683)
(508.023415, 271.301168, 21.240636)
(508.430582, 271.01097, 21.270588)
(508.837749, 270.720771, 21.30054)
(509.244916, 270.430573, 21.330493)
(509.652083, 270.140374, 21.360445)
(510.059249, 269.850175, 21.390398)
(510.466416, 269.559977, 21.42035)
(510.873583, 269.269778, 21.450302)
(511.28075, 268.97958, 21.480255)
(511.687917, 268.689381, 21.510207)
(512.095083, 268.399183, 21.540159)
(512.50225, 268.108984, 21.570112)
(512.909417, 267.818785, 21.600064)
(513.316584, 267.528587, 21.630017)
(513.723751, 267.238388, 21.659969)
(514.130917, 266.94819, 21.689921)
(514.538084, 266.657991, 21.719874)
(514.945251, 266.367793, 21.749826)
(515.352418, 266.077594, 21.779779)
(515.759584, 265.787396, 21.809731)
(516.166751, 265.497197, 21.839683)
(516.573918, 265.206998, 21.869636)
(516.981085, 264.9168, 21.899588)
(517.388252, 264.626601, 21.92954)
(517.795418, 264.336403, 21.959493)
